t,r,r_dot,r_dot_dot,psi,psi_dot
1.58445001000116161838E+02,1.05882834649846642623E+01,-2.62459846153991144550E-01,-8.07726191988633252026E-03,3.42369460719124945854E+00,8.91967192666165123125E-03
1.58460001000116176839E+02,1.05804060332442263761E+01,-2.62702334977514415922E-01,-8.08866579378502094223E-03,3.42396239654068209506E+00,8.93295880117345778214E-03
1.58475001000116191840E+02,1.05725213217023167244E+01,-2.62945166436862617779E-01,-8.10010433426969103819E-03,3.42423058512631848160E+00,8.94628770637379104026E-03
1.58490001000116206842E+02,1.05646293200642387078E+01,-2.63188341574278410840E-01,-8.11157769115891992166E-03,3.42449917421191026424E+00,8.95965883118628551309E-03
1.58505001000116221843E+02,1.05567300180039609185E+01,-2.63431861436511757476E-01,-8.12308601512142673947E-03,3.42476816506689343183E+00,8.97307236564762068398E-03
1.58520001000116236844E+02,1.05488234051639813088E+01,-2.63675727074845507277E-01,-8.13462945768202897111E-03,3.42503755896642196567E+00,8.98652850091561181495E-03
1.58535001000116251846E+02,1.05409094711551913322E+01,-2.63919939545121167595E-01,-8.14620817122764730696E-03,3.42530735719140140040E+00,9.00002742927736943712E-03
1.58550001000116266847E+02,1.05329882055567383486E+01,-2.64164499907764854135E-01,-8.15782230901336204994E-03,3.42557756102852299304E+00,9.01356934415753114807E-03
1.58565001000116281848E+02,1.05250595979158877470E+01,-2.64409409227813442024E-01,-8.16947202516851943785E-03,3.42584817177029784933E+00,9.02715444012656393063E-03
1.58580001000116296850E+02,1.05171236377478845474E+01,-2.64654668574940877602E-01,-8.18115747470288867928E-03,3.42611919071509157418E+00,9.04078291290913810779E-03
1.58595001000116311851E+02,1.05091803145358135404E+01,-2.64900279023484679775E-01,-8.19287881351287158857E-03,3.42639061916715877837E+00,9.05445495939257525544E-03
1.58610001000116326852E+02,1.05012296177304590046E+01,-2.65146241652472636994E-01,-8.20463619838776379236E-03,3.42666245843667838407E+00,9.06817077763536903027E-03
1.58625001000116341854E+02,1.04932715367501640325E+01,-2.65392557545649690134E-01,-8.21642978701606793974E-03,3.42693470983978868555E+00,9.08193056687577957602E-03
1.58640001000116356855E+02,1.04853060609806879215E+01,-2.65639227791505001580E-01,-8.22825973799186171037E-03,3.42720737469862290429E+00,9.09573452754050491058E-03
1.58655001000116371856E+02,1.04773331797750638974E+01,-2.65886253483299220984E-01,-8.24012621082121779055E-03,3.42748045434134504159E+00,9.10958286125342615244E-03
1.58670001000116386858E+02,1.04693528824534555109E+01,-2.66133635719091935179E-01,-8.25202936592867877437E-03,3.42775395010218587193E+00,9.12347577084443016924E-03
1.58685001000116401859E+02,1.04613651583030121605E+01,-2.66381375601769329565E-01,-8.26396936466378682888E-03,3.42802786332147923381E+00,9.13741346035830967738E-03
1.58700001000116416860E+02,1.04533699965777239485E+01,-2.66629474239072034703E-01,-8.27594636930766837065E-03,3.42830219534569870417E+00,9.15139613506374118393E-03
1.58715001000116431862E+02,1.04453673864982755169E+01,-2.66877932743623168797E-01,-8.28796054307967480327E-03,3.42857694752749431752E+00,9.16542400146234216932E-03
1.58730001000116446863E+02,1.04373573172518992816E+01,-2.67126752232956583545E-01,-8.30001205014407921231E-03,3.42885212122572984234E+00,9.17949726729780759556E-03
1.58745001000116461864E+02,1.04293397779922276955E+01,-2.67375933829545321305E-01,-8.31210105561683013767E-03,3.42912771780552003901E+00,9.19361614156512716201E-03
1.58760001000116476866E+02,1.04213147578391444438E+01,-2.67625478660830261909E-01,-8.32422772557236311012E-03,3.42940373863826843365E+00,9.20778083451988430925E-03
1.58775001000116491867E+02,1.04132822458786352005E+01,-2.67875387859248979572E-01,-8.33639222705046957435E-03,3.42968018510170522873E+00,9.22199155768763668713E-03
1.58790001000116506868E+02,1.04052422311626371924E+01,-2.68125662562264808835E-01,-8.34859472806322486719E-03,3.42995705857992558415E+00,9.23624852387338023604E-03
1.58805001000116521870E+02,1.03971947027088878757E+01,-2.68376303912396120001E-01,-8.36083539760197540678E-03,3.43023436046342812241E+00,9.25055194717109719717E-03
1.58820001000116536871E+02,1.03891396495007731693E+01,-2.68627313057245797672E-01,-8.37311440564438495127E-03,3.43051209214915371138E+00,9.26490204297338810202E-03
1.58835001000116551872E+02,1.03810770604871741244E+01,-2.68878691149530936287E-01,-8.38543192316154224712E-03,3.43079025504052461358E+00,9.27929902798119060296E-03
1.58850001000116566874E+02,1.03730069245823131882E+01,-2.69130439347112759060E-01,-8.39778812212512886753E-03,3.43106885054748385181E+00,9.29374312021358395331E-03
1.58865001000116581875E+02,1.03649292306655994899E+01,-2.69382558813026737901E-01,-8.41018317551464872419E-03,3.43134788008653493540E+00,9.30823453901768103588E-03
1.58880001000116596876E+02,1.03568439675814732105E+01,-2.69635050715512935199E-01,-8.42261725732471975549E-03,3.43162734508078183103E+00,9.32277350507860871839E-03
1.58895001000116611878E+02,1.03487511241392486881E+01,-2.69887916228046572460E-01,-8.43509054257242894232E-03,3.43190724695996923332E+00,9.33736024042957807237E-03
1.58910001000116626879E+02,1.03406506891129572803E+01,-2.70141156529368806641E-01,-8.44760320730474968494E-03,3.43218758716052321192E+00,9.35199496846204352616E-03
1.58925001000116641880E+02,1.03325426512411884103E+01,-2.70394772803517752935E-01,-8.46015542860602460468E-03,3.43246836712559206238E+00,9.36667791393595471397E-03
1.58940001000116656882E+02,1.03244269992269308272E+01,-2.70648766239859710583E-01,-8.47274738460551125141E-03,3.43274958830508752526E+00,9.38140930299009828309E-03
1.58955001000116671883E+02,1.03163037217374119513E+01,-2.70903138033120618507E-01,-8.48537925448499465039E-03,3.43303125215572634411E+00,9.39618936315253446214E-03
1.58970001000116686884E+02,1.03081728074039366237E+01,-2.71157889383417759438E-01,-8.49805121848646530524E-03,3.43331336014107204387E+00,9.41101832335112695031E-03
1.58985001000116701886E+02,1.03000342448217247250E+01,-2.71413021496291668615E-01,-8.51076345791986411654E-03,3.43359591373157712170E+00,9.42589641392416808426E-03
1.59000001000116716887E+02,1.02918880225497484009E+01,-2.71668535582738300375E-01,-8.52351615517089375441E-03,3.43387891440462556989E+00,9.44082386663109889976E-03
1.59015001000116731888E+02,1.02837341291105674249E+01,-2.71924432859241412442E-01,-8.53630949370889941069E-03,3.43416236364457551767E+00,9.45580091466332776688E-03
1.59030001000116746890E+02,1.02755725529901646197E+01,-2.72180714547805195657E-01,-8.54914365809481664548E-03,3.43444626294280251611E+00,9.47082779265514509646E-03
1.59045001000116761891E+02,1.02674032826377792920E+01,-2.72437381875987146511E-01,-8.56201883398919016583E-03,3.43473061379774290895E+00,9.48590473669473887312E-03
1.59060001000116776892E+02,1.02592263064657403630E+01,-2.72694436076931167017E-01,-8.57493520816026163521E-03,3.43501541771493762076E+00,9.50103198433530895319E-03
1.59075001000116791894E+02,1.02510416128492982497E+01,-2.72951878389400925994E-01,-8.58789296849212866919E-03,3.43530067620707630846E+00,9.51620977460628290835E-03
1.59090001000116806895E+02,1.02428491901264556987E+01,-2.73209710057813458977E-01,-8.60089230399297539956E-03,3.43558639079404178995E+00,9.53143834802463410272E-03
1.59105001000116821896E+02,1.02346490265977977750E+01,-2.73467932332273003406E-01,-8.61393340480337503959E-03,3.43587256300295482408E+00,9.54671794660630267179E-03
1.59120001000116836898E+02,1.02264411105263207085E+01,-2.73726546468605109547E-01,-8.62701646220466560248E-03,3.43615919436821932141E+00,9.56204881387772105907E-03
1.59135001000116851899E+02,1.02182254301372595594E+01,-2.73985553728390980377E-01,-8.64014166862739959288E-03,3.43644628643156773589E+00,9.57743119488744525819E-03
1.59150001000116866900E+02,1.02100019736179153549E+01,-2.74244955379002084816E-01,-8.65330921765986736398E-03,3.43673384074210700291E+00,9.59286533621789164705E-03
1.59165001000116881902E+02,1.02017707291174806886E+01,-2.74504752693635007240E-01,-8.66651930405669649758E-03,3.43702185885636462182E+00,9.60835148599718241662E-03
1.59180001000116896903E+02,1.01935316847468642734E+01,-2.74764946951346578042E-01,-8.67977212374752717733E-03,3.43731034233833537199E+00,9.62388989391109981977E-03
